T042;1501402;66010-050;1;13;3;0;2;-;7;6;2;-;1;1;1;6;2001;3;1;1
T055;1100205;76801-016;5;51;-;-;-;-;-;-;-;-;22;2;2;3;1980;5;2;1
T098;1600303;68900-030;1;14;1;1;-;2;1;3;3;-;4;2;1;6;1993;1;2;2
T105;1400100;69301-180;5;53;-;-;-;-;-;-;-;-;22;2;2;5;1999;5;1;2
T121;1501402;66013-070;1;13;3;0;2;-;6;6;1;3;1;1;1;6;2018;3;1;1
T142;2927408;64655-000;6;65;-;-;-;-;-;-;-;-;19;-;2;1;1940;1;1;1
T150;2927408;44245-000;1;13;6;0;1;3;4;2;2;-;3;2;2;5;1966;2;1;1
T170;1600303;45130-000;1;14;1;0;1;2;1;3;1;2;4;2;1;6;1972;1;2;2
T180;1100205;77001-034;5;53;-;-;-;-;-;-;-;-;22;2;2;5;1997;5;1;2
T184;4307906;69900-076;1;15;6;1;2;3;4;2;1;3;3;2;2;4;1970;2;1;1 
T190;1100403;69900-129;5;53;-;-;-;-;-;-;-;3;4;2;1;12;1998;1;2;1 
T196;1200054;69005-270;1;3;4;0;1;5;6;7;1;1;2;3;4;2;1879;1;3;2 
T198;2300101;64000-000;1;11;1;0;1;3;2;2;1;1;3;1;1;3;1980;2;2;2
T048;2900207;44471-000;1;11;2;0;1;3;2;3;2;-;5;1;1;4;1987;4;1;2
T025;2900108;44471-358;1;12;1;0;2;-;4;2;3;-;6;1;2;12;1977;2;2;2
T014;2500205;58100-120;1;13;3;5;-;1;1;1;1;1;3;1;1;11;1998;2;2;2
T002;2500502;58100-000;1;11;3;4;-;1;1;1;1;2;2;1;2;10;1999;2;1;2
T036;2500536;58100-340;1;11;1;2;-;2;1;1;1;1;4;2;1;10;1965;4;1;2
T007;5200050;74895-000;1;14;2;2;-;4;1;1;1;3;2;1;2;11;1967;3;1;2
T069;5200134;72800-000;5;53;-;-;-;-;-;-;-;-;5;1;2;5;1978;4;1;2
T194;5100102;78110-000;6;62;-;-;-;-;-;-;-;-;2;-;1;9;1979;1;1;2
T114;5100201;78899-000;6;61;-;-;-;-;-;-;-;-;3;-;1;12;1969;1;1;2
T038;5000252;79130-000;5;53;-;-;-;-;-;-;-;-;4;1;2;1;1980;4;1;2
T478;5000252;04854-260;6;63;-;1;1;5;6;5;1;3;3;1;2;3;1976;3;2;2 
T134;5011787;02812-275;6;15;3;0;1;6;5;4;3;-;10;2;2;5;1965;4;2;2 
T189;9833511;04866-190;1;11;6;1;2;-;10;5;1;2;4;2;2;10;1955;4;1;2 
T022;4100103;86460-000;1;11;3;4;-;1;1;1;1;2;2;1;2;10;1999;2;1;2
T132;4101051;85423-000;5;53;-;-;-;-;-;-;-;-;4;1;2;1;1980;4;1;2
T145;4100509;87550-000;5;52;-;-;-;-;-;-;-;-;4;1;2;1;1975;4;1;2
T021;6572902;87520-000;1;11;6;1;2;-;10;5;1;2;4;2;2;10;1955;4;1;2
T178;4127700;85900-000;1;11;1;2;-;2;1;1;1;1;4;2;1;10;1965;4;1;2
T046;4202578;89873-000;1;11;3;4;-;1;1;1;1;2;2;1;2;10;1999;2;1;2
T026;4202107;88390-000;6;62;-;-;-;-;-;-;-;-;2;1;1;9;1979;1;1;2
T034;5427188;28889-000;1;11;6;1;2;-;10;5;1;2;4;2;2;10;1955;4;1;2
T321;4202909;88318-000;1;11;3;4;-;1;1;1;1;2;2;1;2;10;1999;2;1;2
T076;3748828;29193-000;6;62;-;-;-;-;-;-;-;-;2;1;1;9;1979;1;1;2
T035;4301701;99740-000;;1;12;1;0;2;-;4;2;3;-;6;1;2;12;1977;2;2;2
T678;4302584;98733-000;6;15;3;0;1;6;5;4;3;-;10;2;2;5;1965;4;2;2 
T345;4101606;84990-000;6;61;-;-;-;-;-;-;-;-;3;2;1;12;1969;1;1;2 
T543;4201901;89186-000;1;12;1;0;2;-;4;2;3;-;6;1;2;12;1977;2;2;2 
T014;4205902;89110-000;6;65;3;0;1;6;5;4;3;-;10;2;2;5;1965;4;2;2 
T050;5108352;78253-000;5;11;-;-;-;-;-;-;-;-;2;1;1;5;1989;2;1;1  
T051;5108402;78000-000;5;11;-;-;-;-;-;-;-;-;2;1;1;7;1999;2;1;1
T052;5108501;78880-000;5;11;-;-;-;-;-;-;-;-;3;1;1;4;2000;2;1;2
T053;5105507;78245-000;1;12;1;3;-;1;1;1;1;1;3;1;1;4;1972;1;1;1
T054;5108600;78645-000;1;12;2;3;-;1;2;1;1;1;5;2;2;5;1973;1;1;1
T055;5203302;75240-000;1;12;1;3;-;1;1;1;1;1;3;1;1;8;1982;1;1;1
T057;5203500;75570-000;5;14;3;2;-;2;1;3;1;1;1;1;2;3;1993;3;1;1 
T058;5203559;75195-000;5;14;3;2;-;2;1;3;1;1;1;1;2;7;1995;3;1;1 
T059;5203575;76555-000;5;14;-;-;-;-;-;3;1;1;1;1;2;3;1993;3;1;1 
T960;5007307;83880-000;5;11;-;-;-;-;-;3;1;1;1;1;2;3;1998;3;1;1 
T061;5007406;79480-000;6;13;-;-;-;-;-;3;1;1;1;1;2;9;1973;3;1;1 
T062;5007505;79450-000;1;11;1;3;-;1;1;1;1;1;3;1;1;4;1972;1;1;1
T063;5007554;79690-000;1;51;1;0;1;4;1;1;1;1;3;1;1;4;1969;1;1;1
T064;5007695;79490-000;6;14;-;-;-;-;-;3;1;1;1;1;2;3;1993;3;1;1 
T029;4211702;88870-000;6;62;-;-;-;-;-;-;-;-;03;2;1;04;1970;4;1;3
T030;4211702;88870-000;5;53;-;-;-;-;-;-;-;-;02;2;1;07;1974;1;1;3
T029;4211702;88870-000;6;62;-;-;-;-;-;-;-;-;03;2;1;04;1970;4;1;3
T030;4211702;88870-000;5;53;-;-;-;-;-;-;-;-;02;2;1;07;1974;1;1;3
T029;4211702;88870-000;6;62;-;-;-;-;-;-;-;-;03;2;1;04;1970;4;1;3
T046;4211850;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T046;4211850;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T046;4211850;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T046;4211850;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T046;4211652;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T046;4211652;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T046;4211652;89834-000;5;51;-;-;-;-;-;-;-;-;04;2;2;02;1979;5;1;2
T111;4211658;89998-000;1;12;1;1;-;2;1;2;1;2;06;1;2;07;1964;4;1;1 
T200;4211857;89834-000;1;11;1;1;-;2;1;2;1;2;03;1;2;04;1966;2;1;1 
T042;4211658;89998-000;1;12;1;1;-;2;1;2;1;2;06;1;2;02;1920;2;1;1 
T001;2210;32334-567;1;11;1;3;-;1;1;7;1;1;1;1;2;4;1998;2;1;3
T002;2946;54664-213;5;51;-;-;-;-;-;-;-;-;3;-;1;2;1995;4;2;2
T003;1465;11254-796;6;64;-;-;-;-;-;-;-;-;-;-;2;5;1994;3;2;1
T004;3550308;11223-654;5;53;-;-;-;-;-;-;-;-;4;1;1;7;1993;1;1;2
T005;3543402;15469-874;1;12;4;3;-;1;4;4;2;-;3;1;2;5;1992;1;1;1
T006;3551801;32145-698;6;62;-;-;-;-;-;-;-;-;-;1;1;6;1994;3;1;2
T007;3202900;54123-695;5;52;-;-;-;-;-;-;-;-;4;1;2;3;1989;2;1;3
T008;3203163;46985-321;1;15;5;0;1;1;5;3;2;-;2;2;1;6;1990;4;1;1
T009;3163706;12547-896;6;64;-;-;-;-;-;-;-;-;-;1;2;1;1980;2;2;1
T010;3551801;21456-987;1;14;6;2;-;2;1;2;2;-;1;2;1;7;1990;1;1;1
T011;3163700;21456-987;1;14;1;1;-;3;6;1;3;2;4;1;2;2;2001;4;2;2 
T212;3551800;45213-698;5;13;3;2;-;4;7;1;3;2;2;2;1;6;2001;4;2;2 
T013;3550000;21456-987;6;61;2;3;-;3;8;1;3;2;1;1;1;4;2000;3;2;2 
T314;3202999;41256-378;1;12;3;4;-;2;9;1;3;2;2;2;2;5;2000;2;2;2 
T015;0000000;78954-123;5;53;5;5;-;1;9;1;3;2;3;1;2;8;2001;1;2;2 
T002;1100015;76954-000;1;11;1;0;1;2;1;1;1;1;2;1;1;12;1979;1;1;1
T042;1100379;76952-000;1;12;2;1;-;1;2;1;1;2;3;2;2;3;1987;2;2;1
T005;1100403;76862-000;5;51;-;-;-;-;-;-;-;-;5;1;1;12;1980;1;1;1
T034;1100346;76930-000;5;53;-;-;-;-;-;-;-;-;7;2;2;7;1990;2;1;1
T008;1100023;76870-140;6;61;-;-;-;-;-;-;-;-;3;-;1;8;1987;3;2;1
T001;1100452;76880-000;6;62;-;-;-;-;-;-;-;-;4;-;2;5;1976;5;2;2
T003;1100031;76994-000;1;13;1;3;-;1;1;2;2;-;7;1;1;4;1999;1;1;1
T010;1200013;69945-000;1;14;3;0;2;-;5;1;3;-;3;1;2;2;1970;4;1;2
T007;1200054;69935-000;5;53;-;-;-;-;-;-;-;-;2;1;1;2;1995;1;1;3
T024;1300029;69475-000;5;52;-;-;-;-;-;-;-;-;1;2;2;3;1975;4;2;1
T045;1400050;69350-000;6;63;-;-;-;-;-;-;-;-;5;-;1;4;1988;2;1;1
T057;1500107;68440-000;6;64;-;-;-;-;-;-;-;-;8;-;2;5;1978;3;2;2
T200;0999999;76954-000;1;15;1;0;1;5;9;3;1;3;4;2;1;9;1997;2;2;1 
T032;0988888;76954-000;5;14;-;-;-;-;-;-;-;-;3;1;1;6;1977;2;1;1 
T120;0789999;76954-000;6;11;-;-;-;-;-;-;-;-;2;-;2;9;1970;1;2;3 
